Unnamed: 0,smiles,eib,bandgap_chain,bandgap_crystal
2245,[*]Nc1cccc2c(NC(=O)c3cccc(C([*])=O)c3)cccc12,2.107737779,3.1281,
2252,[*]Nc1cccc(NC(=O)c2cccc(C([*])=O)c2)c1,2.539964399,4.0305,
2253,[*]Nc1ccc(NC(=O)c2cccc(C([*])=O)c2)cc1,2.181810405,3.5313,
2256,[*]Nc1ccc(NC(=O)c2ccc(C([*])=O)cc2)cc1,1.786357065,3.3019,
2268,[*]Nc1ccc(Cc2ccc(NC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,1.553282076,3.1602,
2285,[*]CCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],3.865227384,5.8181,
2286,[*]CCCCCCCCNC(=O)CCCCCCC(=O)N[*],4.307265208,5.7642,
2287,[*]CC(=O)N[*],3.463236275,6.0692,
2288,[*]NC(CCC(=O)OC)C([*])=O,3.236903846,5.2436,
2289,[*]CCCCNC(=O)CCC=CCCC(=O)N[*],3.928549443,5.3048,
2290,[*]C(=O)CCCCCCCCC(=O)N1CCN([*])CC1,3.993107754,5.5844,
2293,[*]CCCCCCNC(=O)CCC=CCCC(=O)N[*],3.715272335,5.7927,
2294,[*]CCCCCCCCCCCCNC(=O)C(=O)N[*],3.352700567,5.6418,
2295,[*]CCCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],4.213719056,5.7804,
2297,[*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],3.805094126,5.9487,
2300,[*]CCCCC(C)CC(=O)N[*],4.276326056,5.9298,
2301,[*]CCCC(C)CCC(=O)N[*],4.146343025,6.0143,
2302,[*]CC(C)CCCCC(=O)N[*],3.595593475,6.0048,
2305,[*]CCCC(=O)N[*],3.622624131,5.4041,
2307,[*]CCCCC(=O)N[*],3.737554686,5.686,
2370,[*]Cc1ccc(C(=O)N[*])cc1,2.625002713,4.9852,
2392,[*]CCCCCCCCCCCNC(=O)c1ccc(C(=O)N[*])cc1,3.20055678,4.852,4.214
2414,[*]Nc1ccc(NC(=O)CCCCC([*])=O)cc1,3.114406767,4.5626,
2433,[*]CCC(=O)N([*])C,3.996639608,4.8524,
2457,[*]C(=O)C1CCCN1[*],3.72234899,5.2121,
2459,[*]NC(CCCCN)C([*])=O,3.119693401,5.0339,
2460,[*]C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1[*],4.069003762,4.7012,
2476,[*]NC(C)C([*])=O,3.679329653,6.0074,
2550,[*]NC(CSSCc1ccccc1)C([*])=O,3.648123783,4.7992,
2566,[*]NC1CCCC1C([*])=O,4.01101874,5.8081,6.4002
2634,[*]NNC(=O)c1cccc(C(=O)NNC(=S)c2cccc(C([*])=S)c2)c1,1.338799033,3.0452,
2654,[*]NNC(=O)c1ccc(C(=O)NNC(=S)c2cccc(C([*])=S)c2)cc1,1.937434475,3.4684,
2689,[*]NC(Cc1ccccc1)C([*])=O,3.665422086,5.386,
2710,[*]NNC(=S)c1ccc(C([*])=S)cc1,1.798015153,3.3241,
2722,[*]CCCCOC(=O)NCCCCCCNC(=O)O[*],3.942618277,6.1879,
2723,[*]CCCCOC(=O)NC1CC1NC(=O)O[*],3.94367739,6.0977,
2724,[*]CCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],3.433671948,6.5358,
2725,[*]CCCCCOC(=O)NCCCCCCNC(=O)O[*],3.713638778,6.1556,
2726,[*]CCCCCOC(=O)NC1CC1NC(=O)O[*],3.84455175,6.0216,
2727,[*]CCCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],5.271248246,6.5334,
2728,[*]CC(C)(C)COC(=O)NCCCCCCNC(=O)O[*],4.177445671,6.29,
2729,[*]CCCCCCOC(=O)NCCCNC(=O)O[*],3.973422645,6.1264,6.5954
2730,[*]CCCCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],4.298055751,6.5962,
2731,[*]CCCCCCOC(=O)NCCCCCCNC(=O)O[*],4.34557946,6.0594,
2732,[*]CCCCCCCOC(=O)NCCCCCCNC(=O)O[*],4.399517089,6.1286,
2733,[*]CCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],3.759645973,6.0447,
2734,[*]CCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],4.366563507,5.7616,
2735,[*]CCCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],3.973953933,6.1163,
2737,[*]CCCCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],4.588763439,6.0574,
2738,[*]CCCCCCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],4.218939427,6.0664,
2739,[*]CCCCCCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],3.65972108,6.2072,
2741,[*]CCCCCCCCCCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],4.021949388,6.1594,
2742,[*]CC1CC1COC(=O)NCCCCCCNC(=O)O[*],3.20996118,5.8683,
2743,[*]CC1CC1COC(=O)NC1CC1NC(=O)O[*],3.867984158,6.2541,
2744,[*]C(=O)OCC1CC1COC(=O)N1CCN([*])CC1,4.091979816,5.9559,
2745,[*]CC#CCOC(=O)NCCCCCCNC(=O)O[*],3.638699074,6.1466,
2746,[*]CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],4.035952671,6.2411,
2748,[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],4.626095395,6.0804,
2749,[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],4.194372575,6.7502,6.4326
2750,[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],4.886026972,6.2348,
2751,[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O[*],4.893951223,6.5415,
2752,[*]CCOC(=O)Nc1cc(NC(=O)O[*])ccc1C,3.855760057,5.1042,
2755,[*]CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,4.039070065,5.0679,
2756,[*]CC1CC1COC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,3.664975453,5.1055,4.7181
2757,[*]CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,3.72377725,5.1934,
2761,[*]CCCCCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,4.21026575,5.0722,
2765,[*]CCCCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,3.347741507,5.4246,
2793,[*]CC=CCOC(=O)NCCCCCCNC(=O)O[*],3.422248804,5.818,
2797,[*]OC1CCC(OC(=O)NCCNC([*])=O)CC1,3.360943489,6.1359,
2798,[*]CCOC(=O)NC1CCC(NC(=O)O[*])CC1,4.308071055,5.7184,
2799,[*]CCOC(=O)NC1CCCC(NC(=O)O[*])C1,3.931971226,6.2072,
2800,[*]C(=O)OCCOC(=O)N1CCN([*])CC1,3.989687483,5.8319,
2804,[*]CCOC(=O)N(C)c1ccc(C)c(N(C)C(=O)O[*])c1,3.897751555,5.086,
2810,[*]C(=O)OCCCCOC(=O)N1CCN([*])CC1,3.572531861,5.6801,6.4265
2812,[*]C(=O)OCCCCCCOC(=O)N1CCN([*])CC1,4.235482133,6.1494,
2814,[*]CCOC(=O)Nc1ccc(-c2ccc(NC(=O)O[*])c(C)c2)cc1C,2.951269583,4.2922,
2815,[*]CCOC(=O)Nc1cccc2c(NC(=O)O[*])cccc12,2.495487141,4.0296,
2817,[*]CCOC(=O)Nc1ccc(C(C)(C)c2ccc(NC(=O)O[*])cc2)cc1,3.256443787,4.5782,4.3346
2820,[*]C(=O)OC1CCC(OC(=O)N2CCN([*])CC2)CC1,3.807298589,5.8826,6.2573
2821,[*]C(=O)OC1CCC(OC(=O)N2CC(C)N([*])CC2C)CC1,4.067171994,5.9402,
2838,[*]CCCCCCOC(=O)NCCCCNC(=O)O[*],3.938365094,6.4958,
2839,[*]CC(C)(C)COC(=O)NC1CCC(CC2CCC(NC(=O)O[*])CC2)CC1,3.798025327,5.885,
2846,[*]OC(COC(=O)Nc1ccc(Cc2ccc(NC([*])=O)cc2)cc1)c1ccco1,3.259983139,4.2202,
2848,[*]COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3[*])cc2)cc1,3.557200559,4.342,
2855,[*]CCCCCCCCCNC(=O)N[*],3.832037014,6.0453,
2856,[*]CCCCCCCCCCNC(=O)N[*],3.631433374,5.4226,
2888,[*]NC(CCCCNC(=O)NCCNC([*])=O)C(=O)OC,3.784995569,5.2079,
2892,[*]NC(CCCCNC(=O)NCCCCCNC([*])=O)C(=O)OC,4.082658415,5.5474,
2894,[*]NC(CCCCNC(=O)NCCCNC([*])=O)C(=O)OC,4.067530082,5.2435,
2895,[*]NC(C)CNC(=O)NC(CCCCNC([*])=O)C(=O)OC,3.836453015,5.5212,
2896,[*]NC(CCCCNC([*])=O)C(=O)OC,4.10578395,5.3439,
2897,[*]CCCC1CC(=O)N([*])C(=O)C1,2.989437774,5.5771,
2898,[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.573498663,2.3618,
2902,[*]c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.650740645,2.4894,2.3234
2905,[*]CCCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,0.804165535,3.7682,
2906,[*]c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)ccc1-2,0.556208482,2.1465,
2941,[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.716997615,2.5456,
2942,[*]c1ccc(C(C)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.598158309,2.4372,
2948,[*]c1ccc(C(=O)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.436338012,2.9421,
2949,[*]c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2)cc1,0.589081453,2.1393,
2951,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)cc1,0.441694827,2.8396,
2952,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.602503556,2.2166,
2953,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(C)c2)cc1C,0.680808453,2.6256,
2954,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(OC)c2)cc1OC,0.829599473,2.5805,
2956,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(C)c1,0.536193114,2.9339,
2958,[*]c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(C)c1C,1.264141473,2.7972,
2962,[*]c1ccc(Oc2cccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)c2)cc1,0.664198126,2.4395,
2983,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)nc1,1.130318478,3.3218,
3044,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc([*])cc4C3=O)c1C)C2=O,0.827586071,3.3805,
3048,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3)cc1)C2=O,0.787457196,2.3433,
3054,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)nc1)C2=O,0.807672874,3.0618,
3137,[*]CCCCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,0.829531819,3.7391,
3139,[*]CCCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3c(Br)c2c1=O,0.829672258,3.5619,
3141,[*]CCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3c(Br)c2c1=O,1.116805405,3.5532,
3189,[*]c1cc(-c2nc3ccccc3[nH]2)cc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c1,0.466905126,2.1187,
3190,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4[nH]3)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,1.139735105,2.3475,
3198,[*]OC(=O)CCCCC([*])=O,2.514443401,6.2079,
3203,[*]OC(=O)CCCCCCCC([*])=O,3.909590324,6.199,
3204,[*]OC(=O)CCCCCCCCCCC([*])=O,3.231438097,6.2095,
3207,[*]OC(=O)c1ccc(CCCCCCc2ccc(C([*])=O)cc2)cc1,2.092615877,4.3642,
3208,[*]OC(=O)c1ccc(C(C)(C)c2ccc(C([*])=O)cc2)cc1,2.060764833,4.402,
3209,[*]OC(=O)c1ccc(Cc2ccc(C([*])=O)cc2)cc1,2.392090555,4.038,
3211,[*]OC(=O)c1ccc(CCCCCc2ccc(C([*])=O)cc2)cc1,1.76876196,4.5439,
3212,[*]OC(=O)Cc1ccc(CC([*])=O)cc1,2.874663497,5.0188,
3214,[*]OC(=O)CCCCCC([*])=O,3.032186427,5.9807,
3215,[*]OC(=O)CCCCCCCCC([*])=O,3.756396398,6.3268,
3216,[*]OC(=O)CCCCCCC([*])=O,3.559525528,6.1978,
3217,[*]OC(=O)CCS(=O)(=O)CCC([*])=O,2.808816778,6.2729,
3218,[*]OC(=O)c1ccc(C([*])=O)cc1,1.428653204,4.5781,
3223,[*]OC(=O)c1ccc(CCCc2ccc(C([*])=O)cc2)cc1,2.166334885,4.4456,
3225,[*]OC(=O)CS(=O)(=O)Cc1ccc(CS(=O)(=O)CC([*])=O)cc1,2.218494461,4.6358,
3228,[*]OC(=O)c1cccc(C([*])=O)c1,1.747648085,4.6257,
3229,[*]CC1(C)CC([*])(C)C(=O)OC1=O,2.668001555,5.867,
3231,[*]CC1CC([*])C(=O)OC1=O,2.774226126,6.2477,
3233,[*]OC1C(C)(C)C(OC([*])=O)C1(C)C,4.06772562,6.1846,6.9495
3234,[*]Oc1ccc(Cc2ccc(OC([*])=O)cc2)cc1,3.665401694,4.6933,
3236,[*]Oc1ccc(C(C)c2ccc(OC([*])=O)cc2)cc1,3.764661508,4.5318,
3239,[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,3.396645247,5.1036,
3242,[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=O)cc2C)c(C)c1,3.425996084,4.738,
3246,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)c(C)c2)cc1C,4.065412007,4.6875,
3250,[*]Oc1ccc(C(C)(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,3.455932109,5.1057,
3251,[*]Oc1ccc(C(CCC)(CCC)c2ccc(OC([*])=O)cc2)cc1,3.622483847,4.8089,
3258,[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,3.136892049,4.7943,
3261,[*]Oc1ccc(C(C#N)(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,2.884416758,4.9282,
3264,[*]Oc1c(C)cc(C(C)(C)c2cc(C)c(OC([*])=O)c(C)c2)cc1C,3.787716479,4.707,
3289,[*]Oc1ccc(C(C)(CCCC)c2ccc(OC([*])=O)cc2)cc1,3.272165558,4.8496,
3293,[*]Oc1cc(Cl)c(C(C)(C)c2c(Cl)cc(OC([*])=O)cc2Cl)c(Cl)c1,3.175555814,4.7509,
3297,[*]Oc1ccc(S(=O)c2ccc(OC([*])=O)cc2)cc1,2.633468412,4.6608,
3303,[*]Cc1ccc(COC(=O)O[*])cc1,3.422684972,5.1911,
3307,[*]Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC([*])=O)cc3)cc2)cc1,3.102717741,4.6137,
3309,[*]Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC([*])=O)cc3)cc2)cc1Cl,3.083068213,4.6321,
3313,[*]Oc1ccc2ccc(OC(=O)Oc3ccc(OC([*])=O)cc3)cc2c1,2.485130712,4.3045,
3317,[*]Oc1cccc2c(OC(=O)Oc3ccc(OC([*])=O)cc3)cccc12,2.352463623,4.0694,
3318,[*]Oc1cccc2c(OC(=O)Oc3cccc(OC([*])=O)c3)cccc12,2.19300739,4.1279,
3320,[*]Oc1cccc2c(OC(=O)Oc3ccc(OC([*])=O)cc3Cl)cccc12,2.321143815,4.1142,
3321,[*]Oc1ccc(OC([*])=O)cc1,3.120596887,5.2885,
3322,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CCC2C3)cc1,3.411834693,4.5567,
3325,[*]Oc1ccc(C(C)c2ccc(OC([*])=O)c(C)c2)cc1C,3.416942292,5.0393,
3327,[*]CCN[*],3.733477393,5.0272,
3343,[*]CCCN([*])C(=O)c1ccccc1,3.597892358,4.9047,
3353,[*]CCCN([*])C(C)=O,3.776396799,5.7585,
3359,[*]c1ccc(-c2cnc3ccc(-c4ccc5ncc([*])nc5c4)cc3n2)cc1,1.374973511,3.3175,
3361,[*]c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c([*])nc5c4)ccc3nc2-c2ccccc2)cc1,1.84119743,3.2285,
3366,[*]c1ccc(-c2cnc3cc4ncc([*])nc4cc3n2)cc1,0.728639182,2.6289,
3367,[*]c1ccc(-c2nc3cc4nc([*])c(-c5ccccc5)nc4cc3nc2-c2ccccc2)cc1,1.141167396,2.5823,
3368,[*]c1cccc(-c2nc3cc4nc([*])c(-c5ccccc5)nc4cc3nc2-c2ccccc2)c1,1.303101527,2.9601,1.9959
3371,[*]C(=O)c1ccc2nc(-c3ccc(-c4cnc5cc([*])ccc5n4)cc3)cnc2c1,1.106316924,3.0794,
3373,[*]c1ccc(-c2cnc3ccc(-c4ccc5nc([*])cnc5c4)cc3n2)cc1,1.46073224,3.3677,
3374,[*]c1ccc(-c2cnc3cc4nc([*])cnc4cc3n2)cc1,0.72182055,2.4806,
3377,[*]c1ccc(-c2nc3cc4nc(-c5ccccc5)c([*])nc4cc3nc2-c2ccccc2)cc1,1.110427553,2.8503,
3379,[*]CCCN[*],3.52886074,5.2341,
3381,[*]c1ccc(-c2ccc(-c3nc4ccc(-c5ccc6nc([*])c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,1.527100265,2.8686,
3383,[*]c1ccc(-c2ccc(-c3cnc4cc(-c5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,1.350301353,2.7617,
3384,[*]c1ccc(-c2cnc3cc(-c4ccc5nc([*])cnc5c4)ccc3n2)cc1,1.339997864,3.1087,
3391,[*]c1ccc(-n2ccc(-c3cccc(-c4ccn([*])n4)c3)n2)cc1,2.275069287,3.673,
3392,[*]c1ccc(-n2ccc(-c3ccc(-c4ccn([*])n4)cc3)n2)cc1,2.350934915,3.3009,
3393,[*]CCC1CC(=O)N([*])C1=O,3.108567682,5.9499,
3394,[*]c1ccc(-c2ccc3[nH]c(-c4nc5cc([*])ccc5[nH]4)nc3c2)cc1,2.236601366,3.3642,
3437,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,5.461400556,6.7975,
3451,[*]N=P([*])(Cl)Cl,2.508617631,3.5076,3.4406
3462,[*]CCC([*])=O,2.685012414,5.2544,
3464,[*]Oc1ccc(C(=O)c2ccc([*])cc2)cc1,2.060314712,3.9333,
3476,[*]OS(=O)(=O)c1ccc([*])cc1,2.236467158,4.6583,
3489,[*]Cc1cc(C)c([*])cc1C,3.520356785,4.9568,
3490,[*]CCc1ccc([*])cc1,3.560709174,5.2055,
3491,[*]CCc1cccc([*])c1,3.71197437,5.4676,
3492,[*]CCc1ccc([*])c(C)c1,4.105121795,4.9587,
3504,[*]CCc1ccc([*])c(C#N)c1,1.900723371,4.4939,
3506,[*]CCc1ccc([*])c(Br)c1,3.29853055,5.0219,
3507,[*]CCc1cc(Cl)c([*])cc1Cl,2.993814334,4.7791,4.8608
3510,[*]c1cccc([*])c1,2.689345519,4.1523,
3511,[*]C=Cc1ccc([*])cc1,2.280361454,3.3499,
3515,[*]CCc1ccc(-c2ccc([*])cc2)cc1,2.878971927,4.1864,
3518,[*]c1ccc(C(Cl)(Cl)C([*])Cl)cc1,2.649391777,4.6561,
3519,[*]c1cccc(C(F)(F)C(F)(F)C([*])(F)F)c1,2.457469903,5.3429,
3520,[*]CC(c1ccccc1)c1ccc([*])cc1,3.513508595,5.0824,
3523,[*]c1ccc(C2C(c3ccccn3)C([*])C2c2ccccn2)cc1,3.558494307,4.0906,
3528,[*]CCc1c(Cl)c(Cl)c([*])c(Cl)c1Cl,2.507634618,4.3241,
3532,[*]c1ccc([*])c(O)c1,2.945713524,5.0766,2.8315
3541,[*]C1CCC2C([*])CCC12,4.047422933,6.7946,
3542,[*]C1CC2C3CC4C(C3[*])C24C1,4.104484081,5.9404,
3547,[*]C12CC3CC(C1)CC([*])(C3)C2,3.98689174,5.7135,
3550,[*]CC([*])C1CCCCC1C,4.377159337,6.4756,
3554,[*]CCCCCC([*])CC,3.815416879,6.7087,
3562,[*]C1CCC([*])C1,4.010984539,6.6111,
3563,[*]C1C2CCC(C2)C1[*],4.175989052,6.1998,
3564,[*]C1C2CC(C)C(C2)C1[*],4.214500092,6.0902,6.7713
3565,[*]C12CC3CC([*])(C1)CC(CCCC)(C3)C2,3.911005042,5.6409,
3571,[*]CCC1CC([*])C2C3CCC(C3)C12,4.017994167,6.669,
3578,[*]CC([*])(C)c1ncncn1,2.270612254,4.6164,
3580,[*]CC([*])c1cc(O)ccc1O,2.72936911,2.1475,
3583,[*]CC([*])c1ccc(C=O)cc1,3.155012979,3.5283,
3586,[*]CC([*])c1cccc(NC(C)=O)c1,4.202068929,4.6098,
3589,[*]CC([*])c1ccc(S(=O)(=O)O)cc1,1.913045255,3.9424,2.9445
3594,[*]C(c1ccccc1)C([*])(C#N)C#N,1.461413793,2.8691,
3596,[*]CC([*])c1nc(N)nc(N)n1,3.94326942,5.1899,
3609,[*]CC(CC([*])(C#N)C#N)c1ccc(Cl)cc1,3.952875451,4.7449,
3610,[*]CC(CC([*])(C#N)C#N)c1ccc(CCl)cc1,3.154495848,5.3061,
3614,[*]CC([*])c1cccc(O)c1,4.138929148,4.6435,
3634,[*]CC([*])c1ccc(CCl)cc1,3.233316785,3.5045,
3643,[*]CCC(c1ccccc1)C([*])c1ccccc1,3.953767152,5.298,
3647,[*]CC([*])c1c(F)c(F)c(OC)c(F)c1F,3.599524113,4.6268,
3686,[*]CC([*])c1c(F)c(F)c(P(=O)(O)O)c(F)c1F,2.606465882,4.1594,
3687,[*]CC([*])OC(=O)C(Cl)(Cl)Cl,3.497780362,5.5134,
3693,[*]CC([*])Cn1cc2ccccc2n1,3.889459792,3.8342,
3695,[*]/C=C\C(C#N)C[*],2.454744189,5.2253,
3700,[*]CCC([*])O,3.642191714,6.3537,
3702,[*]C=CC(CN)C([*])C(=O)O,3.726721112,5.28,
3705,[*]C=CC(C(=O)OC)C([*])c1ccccc1,3.335851592,5.1045,
3707,[*]C=C([*])c1cccc2ccccc12,2.072114192,1.1157,
3708,[*]C=C([*])c1nc2ccccc2n1C,2.623562811,2.4824,
3710,[*]C=C([*])c1ccc(N)cc1,1.845545407,0.2334,
3711,[*]C=C([*])c1ccc(NC=O)cc1,0.873881342,0.071,
3714,[*]C(C#N)=C([*])c1ccccc1,2.555942296,4.4976,
3716,[*]CC([*])OC(=O)OCC(Cl)(Cl)Cl,3.835170227,6.1989,
3717,[*]CC([*])OC(=O)OCC(F)(F)F,4.161256355,7.6731,7.9003
3728,[*]C=CC1=C(O)C(O)=C([*])C1,1.443042045,1.3602,0.8286
3730,[*]C=C([*])C#N,-1.233998281,0.9111,0.5068
3733,[*]C=C([*])CO,2.620879559,3.4066,
3734,[*]C#CC(=C([*])c1ccccc1)c1ccccc1,1.108460832,0.8844,
3736,[*]CC([*])(CC(=O)O)C(=O)O,2.7623631,5.9408,
3740,[*]CC([*])N1CCCC1=S,3.745740705,3.9266,
3741,[*]C=CCC(C[*])c1ccccc1,4.341828658,5.4294,
3742,[*]C=CCC(C[*])(c1ccccc1)c1ccccc1,3.724839595,4.7635,
3743,[*]CC([*])C(=O)n1sc2ccccc2c1=O,2.704341472,1.2332,
3746,[*]CC([*])n1c2ccc(I)cc2c2cc(I)ccc21,3.598438963,2.8783,
3748,[*]C([*])(C#N)C#N,-0.172700794,4.2738,
3750,[*]C=C([*])c1ccc(C#C)cc1,1.031661883,0.2213,
3751,[*]C=C([*])c1cccc(C#C)c1,1.564208505,0.9119,
3752,[*]C=C([*])c1cccc(C#C)n1,1.231946591,1.0964,
3753,[*]C=C([*])c1cccc(Br)c1,1.197599734,1.5553,
3754,[*]C=C([*])c1cccc(Cl)c1,1.718604534,1.3963,
3756,[*]CC([*])OC(=O)CC(C)=O,4.319111473,5.3193,
3768,[*]C#CC(CO)=C([*])n1c2ccccc2c2ccccc21,1.02485041,1.3335,
3773,[*]CCCC([*])C#N,3.848198595,7.8416,7.4859
3775,[*]CC([*])c1ccc2c(c1)OCO2,4.41741276,4.4197,
3776,[*]CC([*])c1cccc2c1OCO2,4.593105927,4.5638,
3780,[*]CC([*])(Cl)C#N,2.001272298,6.3216,5.8652
3794,[*]CCC(C#N)CC(C)=C([*])C,3.95945882,5.3359,
3795,[*]C=CC(C)(C)CC(C#N)C[*],4.100070369,6.2683,5.2738
3796,[*]C=C(C)CC(C#N)CC[*],3.646407259,5.7091,
3798,[*]C=CC1C=CC([*])C(C(=O)OC(C)(C)C)=C1C(=O)OC(C)(C)C,2.660706016,4.0868,
3799,[*]C=CC1CC([*])C(C(F)(F)F)(C(F)(F)F)C1(F)F,3.511037803,5.5,
3803,[*]C(I)=C([*])I,2.19209346,3.6353,2.7328
3808,[*]C=C([*])c1ccccc1C(F)(F)F,2.063822078,1.8895,
3816,[*]C(C)=C([*])SCC,4.172287089,4.0568,
3823,[*]C=C([*])c1cc(C(F)(F)F)oc1C(F)(F)F,1.25383678,2.5257,
3824,[*]C=C([*])c1ccsc1,4.065930476,4.888,3.1293
3825,[*]C=C([*])c1cccs1,3.06754414,3.454,
3832,[*]C(C)=C([*])C#N,1.2346613,3.4072,
3834,[*]CC([*])C(=O)CC,3.368431198,5.4461,
3835,[*]CC([*])CO,3.663755668,5.9849,7.4192
3843,[*]C=C([*])C(C)=O,2.279624566,3.9029,2.1853
3844,[*]C=C([*])C(=O)CC,2.122489328,3.276,
3851,[*]C#CC(=C([*])c1cnc2ccccc2c1)c1cnc2ccccc2c1,0.873919158,0.7215,0.5725
3855,[*]CC([*])OCCOc1ccc(C=C(C#N)C(=O)OC)cc1,2.395666957,3.0209,
3871,[*]CC([*])N,3.740233475,5.2683,
3876,[*]CC([*])C1=NCCN1,5.0319733,4.7412,5.3283
3881,[*]CCC(C)=C([*])Cl,4.061091841,5.0903,
3886,[*]CC([*])CN,3.891309738,5.4744,
3887,[*]CC(Cl)(C#N)C1C=CC([*])CC1,3.385171086,5.2355,
3888,[*]CC([*])n1cncn1,2.844838198,3.5171,
3889,[*]CC([*])n1nnc2ccccc21,2.919810875,4.0681,
